Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,9,16:00,140,0,0.003196933201525844,316.1120397407892,327,3,0.009604839727601759,330.0158839723062,570,1,0.001261962624729444,338.5014924872213,315,2,0.007313195508606901,307.29278660229744
August,9,16:30,130,1,0.005326640468477253,311.4444583644052,313,3,0.008751138046805057,333.8786319815368,538,1,0.0013005744090029592,337.2583340800943,297,2,0.005597283990343147,309.268150332811
August,9,17:00,119,1,0.007822461261107848,313.7682356749347,297,3,0.008787233630078791,334.2637146411078,505,1,0.0015586452280306892,336.6913854399666,278,1,0.004442505573526171,309.3944878465122
August,9,17:30,106,1,0.00835977168094811,321.8557882511525,278,3,0.009699763576657913,335.21622983427363,471,1,0.0017879120488058604,335.9538122298664,257,1,0.0034626672069752395,309.62910807426056
August,9,18:00,93,1,0.007447590243930911,326.524528373099,257,3,0.01104579346450072,336.33393180816466,439,1,0.0022957304495846986,336.30778314997224,238,1,0.0023494477647343155,312.63588491227074
August,9,18:30,79,0,0.005988305643281237,329.0590551772832,234,3,0.012424610366846807,333.12161073399903,404,1,0.0031213205324441247,336.9569321774219,218,0,0.001585521020701696,317.47833665313647
August,9,19:00,65,0,0.004522098136103575,329.29644470645445,210,3,0.014317243769963548,327.38658356044465,367,2,0.004172747134906891,334.81312434683196,198,0,0.0013814071000094505,318.4307834117279
August,9,19:30,53,0,0.003742648419484313,324.2816180946658,187,3,0.016635550935433185,322.18035047128365,329,2,0.005201845659553447,333.551161784649,179,0,0.0014698080132481636,315.41915158400826
August,9,20:00,42,0,0.005058182172069878,308.4238475575694,164,3,0.0181737492999444,317.55569455084066,291,2,0.005203275113820257,334.53190768348514,159,0,0.00262423100429976,309.2112103930298
August,9,20:30,33,0,0.006099022776434774,295.30454286374624,141,3,0.01785148079905273,311.7245108064719,252,1,0.004267989583179917,333.81469225247594,140,1,0.0044338179788500015,304.2095387643044
August,9,21:00,25,0,0.006324250446662394,300.91673797414126,120,2,0.01651793503271018,307.9529444453076,214,1,0.0026587055076716676,331.6686828189032,122,1,0.006093743051248358,303.9118458790511
August,9,21:30,19,0,0.005325924954605615,324.18688399723305,100,2,0.015529931686963455,305.4664888959457,179,0,0.0015049646942189873,329.8448590684635,105,0,0.004552389895521041,304.06623113133924
August,9,22:00,14,0,0.0030149219885094937,344.3794288143404,82,1,0.01544168127984121,304.48573057346874,148,0,0.0007562622156548043,326.50941865829435,89,0,0.0024170713639315618,301.16037696676767
August,9,22:30,10,0,0.006254912487839183,333.8884277419447,67,1,0.014616454806098153,305.39801504383894,123,0,0.0003320472537590386,321.71148619997416,76,0,0.000992165998734173,299.31291611611783
August,9,23:00,7,0,0.007170548946642678,314.82509291484683,55,1,0.014010378614704529,302.62265053174934,104,0,0.0001397760671702255,318.17249043785984,65,0,0.000463528454285858,296.3555408729285
August,9,23:30,6,0,0.00293182684072491,301.5278534733359,49,1,0.012113879127309341,299.1411653309742,96,0,0.00010757127621587272,317.9125088168209,60,0,0.00034289706190635997,290.8215165849808
August,10,0:00,2,0,0.006559923125621206,412.0888354529901,23,0,0.002361345959620468,288.4550432293062,42,0,0.0008540527762458494,306.4870386963642,27,0,0.0005800326405775134,287.5920923843928
August,10,0:30,2,0,0.010503236334813978,399.17172662606873,20,0,0.002361345959620468,308.758244300505,39,0,0.0011003870241367147,311.32046275025016,24,0,0.0005384038986262717,295.70757616263035
August,10,1:00,2,0,0.006358912810592822,366.1511194970842,15,0,0.00025004474749701166,330.70354678694434,33,0,0.0015918835695214431,304.46996194042424,19,0,0.000571046646892125,308.11161997775446
August,10,1:30,1,0,0.0014859428422918134,314.99889599569593,10,0,0.0009471366977729605,336.3898175769249,26,0,0.0014904779120062045,298.39303723662397,15,0,0.000571046646892125,322.53009782751525
August,10,2:00,1,0,0.0,287.27279362082214,6,0,0.00033141213628785275,347.88411032206625,20,0,0.004237188838283508,311.1284389659738,10,0,0.001945739865619845,332.199707091831
August,10,2:30,1,0,0.0,314.43769368360927,4,0,0.0004639521570110484,361.6261446854692,16,0,0.0047893023118405235,332.09541163482476,7,0,0.003640995904054767,343.1183113901791
August,10,3:00,1,0,0.0,352.47751506844327,3,0,0.0,342.2751171904424,12,0,0.007621938612800259,357.8254666918226,4,0,0.0038957847144148157,325.1268538931137
August,10,3:30,1,0,0.0,381.2065688895055,2,0,0.0,302.96180215922965,10,0,0.003254498565273608,390.95228322107215,2,0,0.0007662050507364287,254.63669858672884
August,10,4:00,1,0,0.0,349.9431487956785,2,0,0.0,298.56637970990465,9,0,0.0,411.2213750052347,1,0,0.0,206.33018217949913
August,10,4:30,1,0,0.0,281.61100358858425,2,0,0.0,345.82466070065664,9,0,5.352539842665504e-05,400.65007319319847,0,0,0.0,0.0
August,10,5:00,1,0,0.0,251.56595184512463,2,0,0.0,376.96316268275353,11,0,0.0,358.6954614779914,1,0,0.00011746160602277293,278.60881091699014
August,10,5:30,2,0,0.003542543989543197,269.7330937226707,2,0,0.0,338.50934959522317,14,0,0.0,307.3683200348692,3,0,0.0,288.876086890247
August,10,6:00,2,0,0.001326865444878234,279.6510554549184,3,0,0.00030979586530295524,308.829482699933,20,0,0.0009074031811279813,275.434936763833,7,0,0.0024716251325252185,275.7598486404084
August,10,6:30,3,0,0.002479174131206989,281.39430106053345,5,0,0.0017254379863104205,308.2477084524317,31,0,0.0010357948252248668,265.05833703705457,12,0,0.0024448450300507477,270.65173099294384
August,10,7:00,4,0,0.002798457952376385,297.0657659779901,8,0,0.0,302.7070938829262,49,0,0.0002649141579702322,264.3188498819511,21,0,0.0007850847094857437,277.61246390021586
August,10,7:30,7,0,0.002317477528958093,303.3320884058328,14,0,0.0,291.5274617416447,73,0,0.0002649141579702322,265.1516788238525,32,0,0.0008561480898798421,285.2888176396267
August,10,8:00,10,0,0.0018344545380026402,286.53281267953656,24,0,0.0010050697740229236,287.9692250604101,104,0,0.00019060113814942927,270.99821635651955,47,0,0.0009383088022341419,291.5688230492229
August,10,8:30,13,0,0.00027431782981197835,277.5241133740545,38,0,0.00030453288188131157,292.9593399154962,143,0,0.0001808013658515637,280.69003962902536,65,0,0.0014854182838628098,296.60938950226813
August,10,9:00,17,0,0.0002173562824072467,281.1409912701461,56,0,0.0002976827768265369,299.31243734193805,187,0,0.0001808013658515637,288.5478030332542,86,0,0.003316567033719249,294.5519699623591
August,10,9:30,21,0,0.00023885595577998565,287.58142745322397,77,0,0.00035502841011359414,303.50644326117555,237,0,0.0001810426196211538,291.5536560443624,108,1,0.006797697429770464,288.08321604491334
August,10,10:00,25,0,0.00024136128338726742,286.27314588847935,96,0,0.0007321519153895719,305.9177515600049,284,0,0.00019186759604844798,294.3196852986301,130,1,0.01119893291200622,290.1855604450596
August,10,10:30,29,0,0.0002677277156941262,280.6470052731379,113,0,0.0014186429842844893,309.1004193447191,329,0,0.00021393451850299945,299.969491018213,150,2,0.013815599184962248,296.76941966695625
August,10,11:00,34,0,0.0004521910094604274,284.3590672671232,129,0,0.002542984291540848,309.7331132546304,366,0,0.00033457921623825863,305.9901761946234,166,2,0.012443712904902723,298.05259334699775
August,10,11:30,40,0,0.0012507092866085757,291.3592542205662,145,1,0.0037641444076870535,307.73918442787584,396,0,0.0006940643056095516,308.87413106909975,179,2,0.009541251527610334,296.7834268869093
August,10,12:00,49,0,0.0033669909359417874,293.7999593141583,164,1,0.00468597950023326,305.70014459330974,419,1,0.001484433239722474,309.7471639303811,188,1,0.0073485234676914975,295.35934317051726
August,10,12:30,58,0,0.006361644385320262,296.83336132474136,182,1,0.005323941840879053,303.753913562128,435,1,0.002882053956970326,313.3343525172857,194,1,0.006957559538455287,295.7162782338372
August,10,13:00,67,1,0.008225619873093339,298.33133938143715,200,1,0.005456071865029347,302.065774372145,444,2,0.004453326651973126,319.02022658516887,200,1,0.007481075330632359,299.18147211663666
August,10,13:30,74,1,0.00776847410244652,296.68782991409375,215,1,0.004731612842566058,304.4528023834177,449,2,0.004980041647603904,322.1322957080595,204,2,0.0076716765762795906,301.9782495869427
August,10,14:00,78,1,0.006590585610923049,298.23428035962434,224,1,0.0034031716803707445,309.07032228011394,449,2,0.004141480678713323,322.6342227394868,206,2,0.007330116283162038,301.66327804269116
August,10,14:30,80,1,0.006542703340607273,299.5274664712582,230,0,0.001973191956799579,310.88372009906107,447,1,0.0026446577904603356,321.53658522558266,206,1,0.0068795087777335845,301.78076219338755
August,10,15:00,80,1,0.007006507787468878,297.4327166956374,233,0,0.0010187579924284523,310.64705068732866,443,1,0.0013570951850486875,321.57890499827306,205,1,0.00636342814484862,303.5168104993511
August,10,15:30,80,1,0.006425879020306755,294.51620839555665,233,0,0.0006570303795167675,308.5511517606568,435,0,0.0004945105088367377,322.6015527982425,204,1,0.005829641377945349,305.5122812349474
August,10,16:00,78,0,0.004187283460649628,291.5946474817355,231,0,0.0007336060615550381,304.690807140331,423,0,0.00019336843285311543,323.87964210088865,200,1,0.00494563989221318,308.0497873778757
August,10,16:30,73,0,0.0021274123843563497,287.2372535799032,223,0,0.0012681186969314832,304.2168348994111,405,0,0.00010596789458570431,325.6845727684368,194,1,0.00391696166885205,309.1238568122224
August,10,17:00,65,0,0.0009086081322725482,284.200889491079,213,0,0.002267373027448643,308.9753815388672,381,0,0.0001885271164884007,324.83531161216445,185,1,0.003108899618599771,308.2362689015929
August,10,17:30,56,0,0.000427122513984045,285.26555319316833,201,1,0.003467616038321257,311.61120997792136,354,0,0.00019484644193225214,321.80464885235443,175,0,0.0028466482439368597,305.78407674227736
August,10,18:00,47,0,0.0003173620929583774,288.574270984897,186,1,0.004395626933070326,309.4146150944535,327,0,0.00030660463520671967,321.5124657696477,165,0,0.0027665208563085204,302.77903010135276
August,10,18:30,39,0,0.00030183519393322714,285.52889104683743,170,1,0.005045534428693206,305.45609723282035,301,0,0.0005920916276047912,323.0096861596492,154,0,0.00247765891119876,301.71292878498855
August,10,19:00,32,0,0.00030035983434227234,282.9890645883363,153,1,0.005444386628727171,304.0201279971825,275,0,0.0009841492650566695,324.2237370053175,145,0,0.002492376700281651,305.265724720353
August,10,19:30,28,0,0.0003096388254803531,286.07301455720994,137,1,0.004867039275225788,307.0125745012758,251,0,0.0011715456974330043,323.5807194168496,135,0,0.002956156613803997,312.1604277247847
August,10,20:00,25,0,0.0011790868126651498,290.58271188073394,122,0,0.003339569830907725,306.6946935200516,228,0,0.0011873286513882481,321.41233709833807,125,0,0.003302994106006421,314.09992586341815
August,10,20:30,22,0,0.0018622841969847838,291.650041409324,109,0,0.0017647680358151895,303.78317669747867,205,0,0.0008209058650822562,318.56564427590274,112,0,0.002739063361603728,309.84696342392317
August,10,21:00,19,0,0.005347632034782752,296.126463199379,96,0,0.0008757922473848041,304.35057271998664,183,0,0.00028660575767772096,315.1998362195814,99,0,0.002284936724578795,308.78881671601687
August,10,21:30,16,0,0.01211861679141696,301.51294249414593,83,0,0.000571165440193274,305.75548032437456,160,0,0.00018619415705625332,313.31364940505637,86,0,0.0015751226071104713,311.4587435157854
August,10,22:00,13,0,0.022828809116892623,293.632720014169,70,0,0.0005057692767653786,301.13164078141284,138,0,0.00018122558793131003,313.0683874086827,75,0,0.0013266476888978648,311.04175697813974
August,10,22:30,11,0,0.03191031139244325,296.89432031007794,59,0,0.0004968055094410332,286.58187571219605,119,0,0.00020243359643800808,311.7657383705609,66,0,0.0008165029324751905,308.8730646148203
August,10,23:00,9,0,0.02519474762819239,315.4412098708594,49,0,0.0004960260741854345,271.75361945654316,103,0,0.00018313572565086488,310.8839174932098,58,0,0.0008076164682532492,310.75463168597656
August,10,23:30,8,0,0.01624892026492582,319.8849814612277,45,0,0.00038874417407914677,268.6264301629745,96,0,0.00018313572565086488,310.4507246716173,55,0,0.0007760454106693526,314.5299845667169
August,11,0:00,2,0,0.0005518419854613771,420.3014468422544,16,0,0.0015509565609425188,353.47323794780505,42,0,0.0004038881431979834,313.92891377990776,24,0,0.0007370290965559729,322.37895212667786
August,11,0:30,2,0,0.00071125373652882,377.24950901248366,14,0,0.0,351.6978949129755,39,0,0.0002602471336680078,314.3966400350779,22,0,0.0007370290965559729,339.0433226388862
August,11,1:00,2,0,0.0005653911779958531,348.70987205775197,11,0,0.0,368.3870245217421,32,0,0.0006545792340494431,317.3898463100069,18,0,0.001096881347397354,351.91580458183194
August,11,1:30,1,0,0.0005653911779958531,360.3924310055713,8,0,0.0,372.57890568736036,24,0,0.001742772127209546,318.4839519340676,13,0,0.0009252934438324053,350.12284693717453
August,11,2:00,1,0,0.0002818461951181464,387.16372140335426,5,0,0.0,348.7915336116514,18,0,0.0028190058517293696,317.3963181099969,10,0,0.0028231625757822033,346.7563298251654
August,11,2:30,1,0,0.0002991268140358758,344.5461115636685,4,0,0.0,339.49063990057584,14,0,0.004073457465061131,320.4893096041391,8,0,0.003777489033118825,350.3095662250087
August,11,3:00,1,0,0.0,270.889935201551,3,0,0.0015035422549753645,351.7813988254642,12,0,0.0031619877475101386,319.65806014479915,6,0,0.004361716204156372,342.7262673786631
August,11,3:30,1,0,6.095935846658786e-05,238.66611270915328,2,0,0.0013551966249061014,351.6537138221999,10,0,0.0007294788960027289,316.57119622288013,5,0,0.005733378433106033,314.73563570627033
August,11,4:00,1,0,0.0,221.99082140895217,2,0,0.0020358186927475395,320.6617989144924,10,0,0.00012775279698199523,320.5701324777718,5,0,0.005699670889737682,288.36691162880584
August,11,4:30,1,0,0.0,213.30191727433183,2,0,0.003046733898096058,306.5570039533995,11,0,0.0008593307254879107,331.57644489729546,5,0,0.005699670889737682,281.15438419106795
August,11,5:00,1,0,0.0,254.3464195712145,2,0,0.007617867655205073,332.59500559915904,15,0,0.00014142387258724622,330.33943002442015,6,0,0.004597483316756386,295.4427992586664
August,11,5:30,1,0,0.0,297.42956527069947,4,0,0.023049650763036746,339.25061446922325,22,0,0.0013577397296103586,304.91070343680167,9,0,0.0011355341923481718,289.62509249040386
August,11,6:00,3,0,0.0,286.83985005910756,8,0,0.045522731696702394,319.258537744774,37,0,0.0002808272887628437,282.4203874660873,16,0,0.0018538992020329956,266.67943184895825
August,11,6:30,7,0,0.012347040999268701,261.6241345406563,17,1,0.08353124391936631,315.35291179837213,64,0,0.000581627083477712,271.70594795982674,28,0,0.001784109403523553,261.55551851743303
August,11,7:00,15,0,0.0020182658566779447,263.4496558633187,33,2,0.04652232305660075,300.61633619231435,110,0,0.0002351295610882002,262.20619217072453,48,0,0.0008157707251787605,266.1765935174311
August,11,7:30,30,0,0.0023093832320386243,283.21207355711454,58,1,0.02538610159753517,285.2073683053199,181,0,0.00035829932374768233,264.34471339521616,79,0,0.001435180362452043,270.70707196962735
August,11,8:00,54,0,0.003313518614885815,296.22324221235556,93,1,0.00984544016756332,286.5752287745233,281,0,0.0007559347922440073,281.01561763796934,124,0,0.002775570414361524,276.9420833034638
August,11,8:30,88,0,0.005169264373739223,305.1998830616649,142,1,0.004806538925367994,296.27210573154605,410,1,0.0018074083875557411,298.2085181562355,185,1,0.0052197087368403014,285.6649642461725
August,11,9:00,125,1,0.005606083056222434,312.2210802681251,199,1,0.003971780546393606,307.75068847308336,552,2,0.0034600399513431447,311.4818364364538,254,2,0.008116942500196,295.0567635755774
August,11,9:30,164,1,0.004406979924504906,316.95633744794105,262,1,0.004801117023761123,319.7920320533958,703,4,0.005077305321693428,321.88879374567705,329,4,0.011245644688193524,304.63501321039683
August,11,10:00,196,1,0.0025546291070024747,318.3990359367244,321,2,0.006784747910859079,330.5911107241293,834,5,0.0060372453473239475,329.5340886973788,396,5,0.013782091918456236,313.17943570442185
August,11,10:30,221,0,0.0012204805610762717,317.32411268984225,374,3,0.008900276951477866,339.88327563823503,944,6,0.006485464148484989,336.6269714436595,453,7,0.014936125525021656,319.2346835521845
August,11,11:00,236,0,0.0008705331656517766,319.4934015496633,417,4,0.010023178470345489,345.32802288659065,1020,7,0.006867520261080381,343.31836888119904,495,7,0.014402705726257894,322.79425982190264
August,11,11:30,244,0,0.0012374638419078575,322.6353138146902,449,5,0.010526811040861036,346.2541792613728,1066,8,0.007537104460595888,347.79506880955574,524,7,0.013753015033446576,325.0160737757133
August,11,12:00,248,0,0.0017380855579851567,321.031380712517,475,5,0.01036230473822703,346.22329544424736,1091,9,0.007985361521960966,349.72519479701265,545,7,0.013104224547838451,326.3518484324361
August,11,12:30,249,0,0.0019137069473841712,318.1570643815598,495,5,0.010820031740995521,347.28095977385766,1101,9,0.007810334655439495,351.7619504143348,557,7,0.012286237463145146,326.44548095295147
August,11,13:00,251,0,0.0017781851166487003,319.17044385189735,512,6,0.011523555207708702,346.9261723490249,1108,9,0.007709403252844626,355.60492916509713,566,6,0.010821162732393804,325.71624808111943
August,11,13:30,253,0,0.0016674893307168038,322.8983974977978,525,6,0.011316389238036165,344.7980950551964,1114,10,0.00893134846261812,359.35635975040975,574,5,0.009420542903468932,324.5765250647938
August,11,14:00,257,1,0.001955426185982715,326.34843368433303,535,5,0.009381987136255421,343.1966522459915,1119,12,0.010481592215435395,360.52499497305257,581,5,0.008195907420653565,324.91817011396864
August,11,14:30,260,1,0.002557450614071876,327.9587207305787,542,4,0.006907839305440416,343.75043140838415,1124,13,0.011702387535542303,359.48299213816364,586,5,0.007900518274912864,327.8151011868549
August,11,15:00,262,1,0.002890199510858349,328.1570348153845,545,3,0.004986062689724783,344.84975746358083,1122,9,0.00799018735224028,359.4029193319483,586,4,0.0072441352058539394,330.44247066892314
August,11,15:30,260,1,0.002605292252191059,330.4238166751857,545,2,0.00396683616947232,345.23252506392254,1113,5,0.004823873846889111,360.3579319311756,582,4,0.006687020250467055,332.95925806707214
August,11,16:00,253,1,0.002051897586513284,332.2713198598649,539,2,0.003470652566764725,348.0282259069525,1092,3,0.002939830037319758,359.99394550106007,573,3,0.006066002974139286,336.4143622473825
August,11,16:30,239,0,0.0017311033637884398,330.36345232235084,521,2,0.0031480572225299863,351.67123493899925,1051,2,0.0023629044933285858,358.6209386838751,555,3,0.0058004842796471594,339.00986757735535
August,11,17:00,220,0,0.0015873506111426185,328.53511105486757,497,2,0.0033087153805094346,352.26758133413756,994,3,0.0027733733495013658,358.01557719384954,528,3,0.005365052965924426,339.41065735770843
August,11,17:30,195,0,0.0011808289425257524,325.7098365867936,467,2,0.004005730098739916,352.24468710852915,923,3,0.00360398294699863,358.76436297217685,493,2,0.004899306839205404,338.4103097025373
August,11,18:00,169,0,0.000659323400963086,325.11592205840185,436,2,0.005197695730779421,351.5684975743901,846,4,0.004536159465121782,358.87596265428664,455,2,0.004725322383480255,337.63408447091666
August,11,18:30,140,0,0.00042043741506626376,328.9523761155186,402,3,0.00626104426398914,350.4860484086448,763,4,0.00570557190865767,359.42128703944655,415,3,0.006138792430985408,334.5171260631419
August,11,19:00,112,0,0.0008672320879394735,331.43324255021065,367,3,0.00738338865257162,347.7631303670735,680,5,0.00688581739509516,361.17682541426876,376,4,0.009309759986938185,330.45492775921224
August,11,19:30,86,0,0.002590134483810179,332.092519889291,329,3,0.008914145715946873,341.652585854176,600,4,0.007267650129249527,361.3857166036995,337,4,0.011896969562284677,328.8579853805195
August,11,20:00,66,0,0.006228421096344109,331.1416225315596,289,3,0.010264062432417355,336.4443869713905,524,3,0.006249192058303889,358.78822814760025,296,4,0.01240805943498606,326.5136655355169
August,11,20:30,50,1,0.010544945024162016,330.2567879476742,247,2,0.009880764396529094,333.0715754013931,452,2,0.004106990070521674,354.5076691800066,255,3,0.010646226281454833,325.76409024590413
August,11,21:00,38,1,0.015090990497400704,327.0483549828965,206,2,0.007496417138327414,333.3526261405077,383,1,0.0019490965682189823,350.82425375681316,216,2,0.008486212178351103,328.7023220492229
August,11,21:30,30,1,0.022120438864296002,320.9445226261872,168,1,0.004447655216295339,332.2454128450151,320,0,0.0006956145726605164,346.26675339913214,181,1,0.005216821780554938,331.2781788260142
August,11,22:00,23,1,0.03156178370200189,318.72218086162513,134,0,0.0020880121403300295,323.8230667395001,263,0,0.00025052256010704016,339.4343270630724,150,1,0.0033678993322320432,330.2777622925277
August,11,22:30,18,1,0.04959938860461767,319.451268871021,106,0,0.0007846944271430883,311.99039431004337,213,0,0.00010927621029697615,331.9196630576094,123,0,0.0031753308216836713,328.6481555912301
August,11,23:00,15,0,0.03320165964850817,317.9573812034247,85,0,0.00039755180307384576,299.76712871655604,173,0,2.8945751733716215e-05,328.9226240522841,103,0,0.0035441376683410402,328.6454025553908
August,11,23:30,14,0,0.021339380364256224,312.28497354220855,76,0,0.0003166848404633763,290.5632611674456,156,0,2.5766959659568165e-05,332.54742048511844,94,0,0.003650765123703139,326.78271154246977
August,12,0:00,3,0,0.0,345.08362012267423,22,0,0.0,310.2136235768832,58,0,0.000374524077700597,340.721227807082,36,0,0.00023406719599426733,331.95893683628265
August,12,0:30,3,0,0.0,338.21297081530565,19,0,0.0002618252766386001,311.59081222731845,53,0,0.00042560624672189837,346.65153918674247,33,0,0.00033305448559608044,341.56779531228636
August,12,1:00,2,0,0.0,335.1475013361386,14,0,0.0003269180006051695,318.2274355930069,43,0,0.00036493502161728277,339.73498517803966,27,0,0.00033305448559608044,349.0769081720659
August,12,1:30,1,0,0.0,343.6657814232862,9,0,0.0004076401366617869,329.690147465735,33,0,0.0005064469354132381,317.80565009505983,20,0,0.0006422446470182997,345.39712633756017
August,12,2:00,1,0,0.0,359.71394242863266,5,0,0.0,346.72308305714836,25,0,0.0023115465085989033,298.65860827503013,14,0,0.0032434125976844174,335.94471250292287
August,12,2:30,1,0,0.0,363.2857512549373,3,0,0.0,361.3336610234884,19,0,0.0023291562396442174,288.2649959737806,9,0,0.001037014867157993,343.2087789678947
August,12,3:00,1,0,0.0,367.27450057209074,2,0,1.056859253158921e-05,337.84600551193904,15,0,0.004331942577529041,291.9005031618797,5,0,0.0025938021686094568,356.2636787035691
August,12,3:30,1,0,0.0013993014196536624,322.94021802963385,2,0,0.0,279.3515659796421,13,0,0.0023157878744188296,306.87753551244253,2,0,0.0004153008183644518,336.5882603505215
August,12,4:00,1,0,0.0,273.3901000244989,2,0,4.991987465207981e-06,247.89430488748923,12,0,0.002052726823910215,314.9140376369247,1,0,0.00026958141509219447,300.2791295004113
August,12,4:30,1,0,0.0,263.3284618385899,2,0,0.0013713867561044762,260.24183151367856,12,0,0.0020495731413559177,307.87044910293315,1,0,0.00038676818891055875,262.14868142000563
August,12,5:00,1,0,0.0,311.1417203155854,2,0,0.00572610486578002,285.7709114762077,17,0,0.0037380602936085403,304.4028039600683,3,0,0.0011632410283325028,252.0753517800082
August,12,5:30,2,0,0.0,369.5805194584333,4,0,0.021257129455943057,298.27609284123264,26,0,0.003867160504719141,296.4488521080754,8,0,0.00038568775783312775,259.4164152172103
August,12,6:00,4,0,0.0,341.4816460936152,9,0,0.03956335432635416,306.224661513491,42,0,0.005106555289881517,271.63669347343097,17,0,0.00048616122935627386,250.91505576303854
August,12,6:30,7,0,2.1946785978444458e-05,289.3908193663097,18,1,0.07347621019640684,303.758913962437,71,0,0.006776560938626347,257.6770416773107,31,0,0.001055692312157737,252.1067136971094
August,12,7:00,15,0,0.0003585344589184633,286.4095361949128,33,1,0.040987578132566246,291.7114268949946,117,1,0.005827442276688854,263.19147942059465,52,0,0.00015461385096366697,268.54134842879847
August,12,7:30,28,0,0.0019757440500329094,301.57219255154104,57,1,0.023468473599055618,289.1974188570936,185,1,0.004298136246989721,276.51294023669817,84,0,0.000195250197323964,278.99803892018366
August,12,8:00,47,0,0.0035306251741028458,300.4811886532551,90,1,0.009456424504722479,293.12875023225286,277,1,0.0025950320534259695,292.49016386357977,126,0,0.00031215833028832077,284.8409359443858
August,12,8:30,73,0,0.005252544358774847,305.0951080213086,132,1,0.004487447355277702,300.2852521758423,396,1,0.0016886438116960945,306.2870235452608,180,0,0.001045400952052247,291.88150838165865
August,12,9:00,102,1,0.004962542387517155,318.70177063988325,179,1,0.0028363983328420724,309.24572764233517,524,1,0.0017872163850323028,316.8163648873898,241,1,0.0021332871735295004,298.2558580981607
August,12,9:30,132,0,0.003579769944225661,324.6828101869718,231,1,0.002199014050940875,318.0370781633055,660,2,0.0025855914827380816,325.24463678866937,306,1,0.003960702193139989,303.9693705575167
August,12,10:00,157,0,0.0023006489322311657,323.75814590439387,279,1,0.002636013957660338,324.1562962486433,778,3,0.003544447728377231,331.9593923862375,365,2,0.006089983302144152,308.81292450375537
August,12,10:30,178,0,0.0016665317978779277,323.076617939051,323,1,0.0038417914984794303,330.0565943662776,876,4,0.004312286191958618,337.64155927877266,416,3,0.007415070842014617,313.955769044459
August,12,11:00,193,0,0.0014629391732384957,325.4925079339623,357,2,0.004346987748928401,335.3823033502867,943,4,0.004701650474818325,341.5712975434678,454,3,0.007119008249689633,319.687072040954
August,12,11:30,201,0,0.001344103663770024,326.9472220693367,382,2,0.004561193831904123,340.07646577189587,981,5,0.005288702035571919,344.1582656754246,479,3,0.007259533560860053,322.1907737356698
August,12,12:00,206,0,0.0012843276891607693,325.0928049301056,402,2,0.0045389750955174835,344.6963215011577,999,6,0.0061831828061631195,346.40540231609566,495,4,0.008437127665365326,322.90014957870807
August,12,12:30,208,0,0.0011733372337802111,323.79625820265045,420,2,0.00452089653772943,346.907375024442,1005,6,0.006372579631629123,348.2533968202869,502,5,0.009906015002358203,324.33909310570897
August,12,13:00,210,0,0.0008338157404389081,325.35659267884637,437,2,0.004371510230922044,346.1773608291355,1011,5,0.005415571031078393,349.130376459963,508,5,0.010224674471207838,326.2262548392865
August,12,13:30,212,0,0.00038481296012296334,327.58050412194365,453,2,0.0038262958261262715,343.9326960949344,1016,5,0.004658432318469867,350.48851969631863,513,5,0.009141988988060346,328.4188061177527
August,12,14:00,214,0,8.321678526883932e-05,327.37868949474046,465,1,0.002982541490638777,343.244055525338,1020,4,0.004071452750298145,353.5008691492847,519,4,0.00759625774385776,329.04967411957057
August,12,14:30,215,0,0.0,327.2360862370047,473,1,0.0024119826984646837,344.57579184973724,1021,4,0.0037284887953636897,356.54313082001585,524,3,0.006211088346694985,328.9632124881289
August,12,15:00,215,0,0.0,328.38396339857206,475,1,0.002160394964304222,345.0542882654602,1015,3,0.003207461079496898,357.69499366876863,526,3,0.004902690989908692,328.5795345985293
August,12,15:30,213,0,0.0,330.443230950401,470,1,0.002204515899607332,347.12622504807166,1002,2,0.002440770978029458,357.69932166465406,526,2,0.004027496829442707,327.9825130602523
August,12,16:00,208,0,0.0,334.13702230880716,460,1,0.0021819106985296877,349.9997508350772,981,2,0.0020146124943044284,357.1374963072224,519,2,0.003476774073006787,328.74060804625765
August,12,16:30,196,0,0.0,335.3940472804196,443,1,0.002272965814999193,351.9071843416961,947,2,0.0019985852163454925,356.4421812248593,501,2,0.0032970627001575863,330.38873627436146
August,12,17:00,179,0,0.0,331.51956244923997,422,1,0.0023896023160572453,353.40787162715367,901,2,0.0025724542685497957,356.2153827365927,474,2,0.003270275594210201,331.33346462992364
August,12,17:30,159,0,0.0,328.26660533537,397,1,0.0025125929320711365,352.98192425474326,843,3,0.0033447782748523137,354.9291392592061,441,2,0.0035052511348478022,331.9312622527214
August,12,18:00,138,0,0.00013426518524102852,329.10595048480747,370,1,0.002837341453617233,349.7467763409981,776,3,0.003965164718374367,353.65571085934556,407,2,0.003780260702806967,333.26688618094636
August,12,18:30,115,0,0.0008794841244449371,331.4106682869166,339,1,0.0034647757962192006,345.28279395564834,701,3,0.004183897936363302,354.1892797811347,371,2,0.004579485967812572,333.30234085932375
