portfolio,date,day_of_week,day_of_week_name,month_num,year,day_num,calls_offered,cct_seconds,abandon_rate,abandoned_calls
A,2024-12-22,6,Sunday,12,2024,22,2292.0,310.99,0.0043,10
A,2024-12-23,0,Monday,12,2024,23,6323.0,312.94,0.007,44
A,2024-12-24,1,Tuesday,12,2024,24,4112.0,303.06,0.0077,32
A,2024-12-25,2,Wednesday,12,2024,25,294.0,319.62,0.0106,3
A,2024-12-26,3,Thursday,12,2024,26,5361.0,314.83,0.0164,88
A,2024-12-27,4,Friday,12,2024,27,5443.0,280.98,0.0115,63
A,2024-12-28,5,Saturday,12,2024,28,3611.0,317.73,0.0152,55
A,2024-12-29,6,Sunday,12,2024,29,1443.0,331.58,0.0112,16
A,2024-12-30,0,Monday,12,2024,30,6201.0,324.73,0.0035,22
A,2024-12-31,1,Tuesday,12,2024,31,4846.0,311.67,0.0144,70
A,2025-01-01,2,Wednesday,1,2025,1,2196.0,291.4,0.0089,20
A,2025-01-02,3,Thursday,1,2025,2,6711.0,307.38,0.0101,68
A,2025-01-03,4,Friday,1,2025,3,6351.0,295.82,0.0062,39
A,2025-01-04,5,Saturday,1,2025,4,3910.0,291.55,0.0126,49
A,2025-01-05,6,Sunday,1,2025,5,1565.0,328.12,0.0112,18
A,2025-01-06,0,Monday,1,2025,6,5880.0,324.99,0.0093,55
A,2025-01-07,1,Tuesday,1,2025,7,5594.0,321.86,0.012,67
A,2025-01-08,2,Wednesday,1,2025,8,5423.0,311.64,0.0081,44
A,2025-01-09,3,Thursday,1,2025,9,4085.0,304.69,0.006,25
A,2025-01-10,4,Friday,1,2025,10,4101.0,292.89,0.0058,24
A,2025-01-11,5,Saturday,1,2025,11,3287.0,277.92,0.0055,18
A,2025-01-12,6,Sunday,1,2025,12,1368.0,322.86,0.0077,11
A,2025-01-13,0,Monday,1,2025,13,5722.0,327.23,0.012,69
A,2025-01-14,1,Tuesday,1,2025,14,5297.0,333.24,0.0078,41
A,2025-01-15,2,Wednesday,1,2025,15,4862.0,315.55,0.0096,47
A,2025-01-16,3,Thursday,1,2025,16,4775.0,321.74,0.023,110
A,2025-01-17,4,Friday,1,2025,17,4918.0,293.32,0.0085,42
A,2025-01-18,5,Saturday,1,2025,18,2867.0,293.22,0.0037,11
A,2025-01-19,6,Sunday,1,2025,19,1159.0,322.74,0.0057,7
A,2025-01-20,0,Monday,1,2025,20,3907.0,318.63,0.0174,68
A,2025-01-21,1,Tuesday,1,2025,21,4289.0,309.15,0.0103,44
A,2025-01-22,2,Wednesday,1,2025,22,4783.0,309.72,0.0095,45
A,2025-01-23,3,Thursday,1,2025,23,5062.0,307.63,0.0056,28
A,2025-01-24,4,Friday,1,2025,24,4989.0,295.38,0.0201,100
A,2025-01-25,5,Saturday,1,2025,25,3721.0,268.79,0.0083,31
A,2025-01-26,6,Sunday,1,2025,26,1280.0,324.25,0.0072,9
A,2025-01-27,0,Monday,1,2025,27,5384.0,334.37,0.0067,36
A,2025-01-28,1,Tuesday,1,2025,28,4491.0,309.28,0.0063,28
A,2025-01-29,2,Wednesday,1,2025,29,4087.0,315.02,0.0271,111
A,2025-01-30,3,Thursday,1,2025,30,4363.0,305.73,0.0085,37
A,2025-01-31,4,Friday,1,2025,31,4812.0,307.8,0.0113,54
A,2025-02-01,5,Saturday,2,2025,1,3607.0,312.57,0.0031,11
A,2025-02-02,6,Sunday,2,2025,2,1526.0,316.65,0.0185,28
A,2025-02-03,0,Monday,2,2025,3,6086.0,298.83,0.0164,100
A,2025-02-04,1,Tuesday,2,2025,4,5054.0,337.13,0.023,116
A,2025-02-05,2,Wednesday,2,2025,5,4855.0,329.7,0.0078,38
A,2025-02-06,3,Thursday,2,2025,6,4360.0,326.6,0.0122,53
A,2025-02-07,4,Friday,2,2025,7,4594.0,319.16,0.0085,39
A,2025-02-08,5,Saturday,2,2025,8,3254.0,328.59,0.0118,38
A,2025-02-09,6,Sunday,2,2025,9,1095.0,303.69,0.0117,13
A,2025-02-10,0,Monday,2,2025,10,5093.0,287.12,0.016,81
A,2025-02-11,1,Tuesday,2,2025,11,4935.0,316.12,0.007,35
A,2025-02-12,2,Wednesday,2,2025,12,4376.0,321.88,0.0089,39
A,2025-02-13,3,Thursday,2,2025,13,4395.0,324.58,0.0275,121
A,2025-02-14,4,Friday,2,2025,14,4312.0,318.78,0.0173,75
A,2025-02-15,5,Saturday,2,2025,15,2933.0,330.81,0.0129,38
A,2025-02-16,6,Sunday,2,2025,16,1187.0,306.66,0.0232,28
A,2025-02-17,0,Monday,2,2025,17,4362.0,287.36,0.024,105
A,2025-02-18,1,Tuesday,2,2025,18,4177.0,320.18,0.0123,51
A,2025-02-19,2,Wednesday,2,2025,19,4276.0,325.38,0.0058,25
A,2025-02-20,3,Thursday,2,2025,20,4508.0,315.27,0.0083,37
A,2025-02-21,4,Friday,2,2025,21,4322.0,309.67,0.0022,10
A,2025-02-22,5,Saturday,2,2025,22,2875.0,309.45,0.0055,16
A,2025-02-23,6,Sunday,2,2025,23,1250.0,295.56,0.0138,17
A,2025-02-24,0,Monday,2,2025,24,4776.0,285.07,0.0094,45
A,2025-02-25,1,Tuesday,2,2025,25,4348.0,323.22,0.0062,27
A,2025-02-26,2,Wednesday,2,2025,26,4988.0,321.08,0.0068,34
A,2025-02-27,3,Thursday,2,2025,27,4399.0,314.58,0.0049,22
A,2025-02-28,4,Friday,2,2025,28,4563.0,296.05,0.0064,29
A,2025-03-01,5,Saturday,3,2025,1,3266.0,316.8,0.0057,19
A,2025-03-02,6,Sunday,3,2025,2,1604.0,317.63,0.0066,11
A,2025-03-03,0,Monday,3,2025,3,5603.0,290.8,0.0047,26
A,2025-03-04,1,Tuesday,3,2025,4,4533.0,281.84,0.0146,66
A,2025-03-05,2,Wednesday,3,2025,5,4345.0,331.93,0.0079,34
A,2025-03-06,3,Thursday,3,2025,6,4191.0,332.6,0.0089,37
A,2025-03-07,4,Friday,3,2025,7,3994.0,328.38,0.0056,22
A,2025-03-08,5,Saturday,3,2025,8,3024.0,328.1,0.0069,21
A,2025-03-09,6,Sunday,3,2025,9,1154.0,321.93,0.0035,4
A,2025-03-10,0,Monday,3,2025,10,4823.0,299.51,0.0099,48
A,2025-03-11,1,Tuesday,3,2025,11,4637.0,275.82,0.0139,64
A,2025-03-12,2,Wednesday,3,2025,12,4261.0,325.02,0.0063,27
A,2025-03-13,3,Thursday,3,2025,13,4080.0,318.97,0.0104,42
A,2025-03-14,4,Friday,3,2025,14,3905.0,310.55,0.0087,34
A,2025-03-15,5,Saturday,3,2025,15,2616.0,310.32,0.0106,28
A,2025-03-16,6,Sunday,3,2025,16,1200.0,313.56,0.0083,10
A,2025-03-17,0,Monday,3,2025,17,4603.0,297.69,0.0154,71
A,2025-03-18,1,Tuesday,3,2025,18,3915.0,280.69,0.0061,24
A,2025-03-19,2,Wednesday,3,2025,19,4089.0,327.69,0.0047,19
A,2025-03-20,3,Thursday,3,2025,20,4377.0,323.94,0.006,26
A,2025-03-21,4,Friday,3,2025,21,3910.0,326.11,0.0224,88
A,2025-03-22,5,Saturday,3,2025,22,2984.0,330.8,0.0072,21
A,2025-03-23,6,Sunday,3,2025,23,1257.0,317.88,0.0382,48
A,2025-03-24,0,Monday,3,2025,24,4338.0,300.9,0.0075,33
A,2025-03-25,1,Tuesday,3,2025,25,4166.0,286.01,0.0013,5
A,2025-03-26,2,Wednesday,3,2025,26,4298.0,322.14,0.0035,15
A,2025-03-27,3,Thursday,3,2025,27,4737.0,338.12,0.0053,25
A,2025-03-28,4,Friday,3,2025,28,4290.0,327.38,0.004,17
A,2025-03-29,5,Saturday,3,2025,29,2993.0,320.87,0.0104,31
A,2025-03-30,6,Sunday,3,2025,30,1318.0,317.25,0.0074,10
A,2025-03-31,0,Monday,3,2025,31,5112.0,301.57,0.0091,47
A,2025-04-01,1,Tuesday,4,2025,1,5249.0,304.6,0.0235,123
A,2025-04-02,2,Wednesday,4,2025,2,4920.0,291.8,0.0164,81
A,2025-04-03,3,Thursday,4,2025,3,4944.0,298.09,0.0203,100
A,2025-04-04,4,Friday,4,2025,4,4810.0,328.86,0.0073,35
A,2025-04-05,5,Saturday,4,2025,5,3365.0,324.81,0.0117,39
A,2025-04-06,6,Sunday,4,2025,6,1279.0,316.57,0.0094,12
A,2025-04-07,0,Monday,4,2025,7,5109.0,321.73,0.0058,30
A,2025-04-08,1,Tuesday,4,2025,8,4982.0,324.76,0.0201,100
A,2025-04-09,2,Wednesday,4,2025,9,4367.0,306.01,0.0124,54
A,2025-04-10,3,Thursday,4,2025,10,4507.0,266.47,0.0109,49
A,2025-04-11,4,Friday,4,2025,11,4556.0,313.52,0.0101,46
A,2025-04-12,5,Saturday,4,2025,12,3146.0,317.58,0.0167,53
A,2025-04-13,6,Sunday,4,2025,13,1227.0,321.37,0.0165,20
A,2025-04-14,0,Monday,4,2025,14,5030.0,317.79,0.0167,84
A,2025-04-15,1,Tuesday,4,2025,15,4450.0,318.11,0.012,53
A,2025-04-16,2,Wednesday,4,2025,16,4411.0,299.58,0.0128,56
A,2025-04-17,3,Thursday,4,2025,17,4649.0,280.68,0.0337,157
A,2025-04-18,4,Friday,4,2025,18,4159.0,315.86,0.0051,21
A,2025-04-19,5,Saturday,4,2025,19,2949.0,319.05,0.0169,50
A,2025-04-20,6,Sunday,4,2025,20,541.0,314.72,0.0124,7
A,2025-04-21,0,Monday,4,2025,21,4452.0,319.92,0.0162,72
A,2025-04-22,1,Tuesday,4,2025,22,4382.0,320.51,0.0104,46
A,2025-04-23,2,Wednesday,4,2025,23,4543.0,301.43,0.0121,55
A,2025-04-24,3,Thursday,4,2025,24,4294.0,275.32,0.0078,33
A,2025-04-25,4,Friday,4,2025,25,4408.0,316.32,0.0137,60
A,2025-04-26,5,Saturday,4,2025,26,2956.0,308.9,0.0082,24
A,2025-04-27,6,Sunday,4,2025,27,1379.0,339.66,0.0067,9
A,2025-04-28,0,Monday,4,2025,28,4688.0,317.24,0.01,47
A,2025-04-29,1,Tuesday,4,2025,29,4254.0,325.26,0.0078,33
A,2025-04-30,2,Wednesday,4,2025,30,4734.0,304.33,0.0193,91
A,2025-05-01,3,Thursday,5,2025,1,5190.0,274.97,0.0157,81
A,2025-05-02,4,Friday,5,2025,2,5421.0,296.33,0.018,98
A,2025-05-03,5,Saturday,5,2025,3,3403.0,294.14,0.0049,17
A,2025-05-04,6,Sunday,5,2025,4,1500.0,337.88,0.0133,20
A,2025-05-05,0,Monday,5,2025,5,5808.0,339.59,0.0081,47
A,2025-05-06,1,Tuesday,5,2025,6,4907.0,336.09,0.0103,51
A,2025-05-07,2,Wednesday,5,2025,7,4535.0,322.36,0.0035,16
A,2025-05-08,3,Thursday,5,2025,8,4800.0,306.53,0.0077,37
A,2025-05-09,4,Friday,5,2025,9,4427.0,290.97,0.0106,47
A,2025-05-10,5,Saturday,5,2025,10,2858.0,347.5,0.0057,16
A,2025-05-11,6,Sunday,5,2025,11,940.0,344.43,0.0028,3
A,2025-05-12,0,Monday,5,2025,12,4723.0,337.18,0.0028,13
A,2025-05-13,1,Tuesday,5,2025,13,4240.0,316.18,0.0148,63
A,2025-05-14,2,Wednesday,5,2025,14,4745.0,341.13,0.0075,36
A,2025-05-15,3,Thursday,5,2025,15,4286.0,301.57,0.0105,45
A,2025-05-16,4,Friday,5,2025,16,3893.0,298.47,0.0038,15
A,2025-05-17,5,Saturday,5,2025,17,2905.0,337.05,0.0019,6
A,2025-05-18,6,Sunday,5,2025,18,1264.0,332.25,0.0077,10
A,2025-05-19,0,Monday,5,2025,19,4707.0,327.25,0.0101,48
A,2025-05-20,1,Tuesday,5,2025,20,4656.0,322.16,0.0033,15
A,2025-05-21,2,Wednesday,5,2025,21,4287.0,333.35,0.0078,33
A,2025-05-22,3,Thursday,5,2025,22,4307.0,313.8,0.0062,27
A,2025-05-23,4,Friday,5,2025,23,4282.0,304.07,0.0043,18
A,2025-05-24,5,Saturday,5,2025,24,2910.0,340.46,0.0038,11
A,2025-05-25,6,Sunday,5,2025,25,1230.0,328.42,0.0081,10
A,2025-05-26,0,Monday,5,2025,26,2721.0,333.3,0.0141,38
A,2025-05-27,1,Tuesday,5,2025,27,4971.0,329.41,0.0092,46
A,2025-05-28,2,Wednesday,5,2025,28,4602.0,322.09,0.0046,21
A,2025-05-29,3,Thursday,5,2025,29,4264.0,315.19,0.0087,37
A,2025-05-30,4,Friday,5,2025,30,4437.0,289.94,0.0017,8
A,2025-05-31,5,Saturday,5,2025,31,3014.0,318.7,0.0059,18
A,2025-06-01,6,Sunday,6,2025,1,1412.0,297.56,0.0029,4
A,2025-06-02,0,Monday,6,2025,2,5596.0,322.25,0.0116,65
A,2025-06-03,1,Tuesday,6,2025,3,4963.0,319.35,0.0107,53
A,2025-06-04,2,Wednesday,6,2025,4,4611.0,325.28,0.0146,67
A,2025-06-05,3,Thursday,6,2025,5,4617.0,328.65,0.0104,48
A,2025-06-06,4,Friday,6,2025,6,4443.0,314.89,0.0081,36
A,2025-06-07,5,Saturday,6,2025,7,3154.0,285.54,0.0201,63
A,2025-06-08,6,Sunday,6,2025,8,1423.0,330.24,0.0133,19
A,2025-06-09,0,Monday,6,2025,9,4907.0,333.26,0.0131,64
A,2025-06-10,1,Tuesday,6,2025,10,4457.0,326.16,0.012,53
A,2025-06-11,2,Wednesday,6,2025,11,4523.0,327.34,0.0135,61
A,2025-06-12,3,Thursday,6,2025,12,4314.0,317.9,0.00945,41
A,2025-06-13,4,Friday,6,2025,13,4418.0,315.375,0.0086,38
A,2025-06-14,5,Saturday,6,2025,14,2908.0,308.03999999999996,0.00895,26
A,2025-06-15,6,Sunday,6,2025,15,1310.0,329.33000000000004,0.0083,11
A,2025-06-16,0,Monday,6,2025,16,4876.0,328.275,0.011099999999999999,54
A,2025-06-17,1,Tuesday,6,2025,17,4423.0,324.615,0.01035,46
A,2025-06-18,2,Wednesday,6,2025,18,4568.0,327.73,0.009049999999999999,41
A,2025-06-19,3,Thursday,6,2025,19,3889.0,327.77,0.0023,9
A,2025-06-20,4,Friday,6,2025,20,4593.0,307.09,0.0141,65
A,2025-06-21,5,Saturday,6,2025,21,2897.0,299.17,0.0093,27
A,2025-06-22,6,Sunday,6,2025,22,1191.0,333.58,0.003,4
A,2025-06-23,0,Monday,6,2025,23,5164.0,328.17,0.0233,120
A,2025-06-24,1,Tuesday,6,2025,24,4389.0,332.32,0.0117,51
A,2025-06-25,2,Wednesday,6,2025,25,4681.0,328.91,0.0117,55
A,2025-06-26,3,Thursday,6,2025,26,4308.0,328.92,0.0084,36
A,2025-06-27,4,Friday,6,2025,27,4243.0,302.35,0.0134,57
A,2025-06-28,5,Saturday,6,2025,28,2740.0,280.39,0.0092,25
A,2025-06-29,6,Sunday,6,2025,29,1213.0,321.09,0.0039,5
A,2025-06-30,0,Monday,6,2025,30,4987.0,328.38,0.0712,355
A,2025-07-01,1,Tuesday,7,2025,1,4987.0,322.97,0.0097,48
A,2025-07-02,2,Wednesday,7,2025,2,4836.0,322.58,0.0067,32
A,2025-07-03,3,Thursday,7,2025,3,4711.0,318.75,0.0104,49
A,2025-07-04,4,Friday,7,2025,4,1963.0,322.07,0.0091,18
A,2025-07-05,5,Saturday,7,2025,5,3073.0,307.18,0.0087,27
A,2025-07-06,6,Sunday,7,2025,6,1340.0,277.6,0.0049,7
A,2025-07-07,0,Monday,7,2025,7,5576.0,337.06,0.0066,37
A,2025-07-08,1,Tuesday,7,2025,8,4861.0,329.71,0.0077,37
A,2025-07-09,2,Wednesday,7,2025,9,4594.0,328.16,0.0056,26
A,2025-07-10,3,Thursday,7,2025,10,4494.0,326.88,0.0082,37
A,2025-07-11,4,Friday,7,2025,11,4493.0,321.84,0.0035,16
A,2025-07-12,5,Saturday,7,2025,12,2900.0,302.49,0.0116,34
A,2025-07-13,6,Sunday,7,2025,13,1187.0,290.13,0.0148,18
A,2025-07-14,0,Monday,7,2025,14,4735.0,323.69,0.0058,27
A,2025-07-15,1,Tuesday,7,2025,15,4369.0,327.24,0.0048,21
A,2025-07-16,2,Wednesday,7,2025,16,4771.0,335.11,0.018,86
A,2025-07-17,3,Thursday,7,2025,17,4678.0,329.45,0.0086,40
A,2025-07-18,4,Friday,7,2025,18,4093.0,324.21,0.0045,18
A,2025-07-19,5,Saturday,7,2025,19,2846.0,304.9,0.0086,24
A,2025-07-20,6,Sunday,7,2025,20,1456.0,278.91,0.0085,12
A,2025-07-21,0,Monday,7,2025,21,4883.0,331.4,0.0106,52
A,2025-07-22,1,Tuesday,7,2025,22,4301.0,323.97,0.009,39
A,2025-07-23,2,Wednesday,7,2025,23,4360.0,321.69,0.0124,54
A,2025-07-24,3,Thursday,7,2025,24,4183.0,317.05,0.0122,51
A,2025-07-25,4,Friday,7,2025,25,4219.0,324.68,0.0054,23
A,2025-07-26,5,Saturday,7,2025,26,2891.0,297.95,0.0167,48
A,2025-07-27,6,Sunday,7,2025,27,1483.0,282.33,0.0107,16
A,2025-07-28,0,Monday,7,2025,28,4644.0,328.5,0.009,42
A,2025-07-29,1,Tuesday,7,2025,29,3847.0,329.61,0.0121,47
A,2025-07-30,2,Wednesday,7,2025,30,3909.0,328.6,0.0103,40
A,2025-07-31,3,Thursday,7,2025,31,4064.0,319.55,0.0102,41
A,2025-08-01,4,Friday,8,2025,1,5011.0,328.23,0.0172,86
A,2025-08-02,5,Saturday,8,2025,2,3409.0,316.72,0.0141,48
A,2025-08-03,6,Sunday,8,2025,3,1477.0,331.61,0.0128,19
A,2025-08-04,0,Monday,8,2025,4,5076.0,307.45,0.0165,84
A,2025-08-05,1,Tuesday,8,2025,5,4888.0,289.73,0.0199,97
A,2025-08-06,2,Wednesday,8,2025,6,4058.0,328.12,0.0053,22
A,2025-08-07,3,Thursday,8,2025,7,4321.0,337.62,0.0129,56
A,2025-08-08,4,Friday,8,2025,8,4521.0,326.62,0.0119,54
A,2025-08-09,5,Saturday,8,2025,9,2820.0,330.37,0.013,37
A,2025-08-10,6,Sunday,8,2025,10,1280.0,334.28,0.0091,12
A,2025-08-11,0,Monday,8,2025,11,4869.0,321.88,0.0247,120
A,2025-08-12,1,Tuesday,8,2025,12,4011.0,303.61,0.0328,132
A,2025-08-13,2,Wednesday,8,2025,13,3999.0,333.68,0.0073,29
A,2025-08-14,3,Thursday,8,2025,14,4137.0,326.3,0.0075,31
A,2025-08-15,4,Friday,8,2025,15,3831.0,327.6,0.018,69
A,2025-08-16,5,Saturday,8,2025,16,3048.0,329.31,0.0098,30
A,2025-08-17,6,Sunday,8,2025,17,1425.0,337.33,0.0054,8
A,2025-08-18,0,Monday,8,2025,18,4298.0,302.24,0.0107,46
A,2025-08-19,1,Tuesday,8,2025,19,4205.0,294.89,0.0136,57
A,2025-08-20,2,Wednesday,8,2025,20,4260.0,333.37,0.0099,42
A,2025-08-21,3,Thursday,8,2025,21,3838.0,325.67,0.0099,38
A,2025-08-22,4,Friday,8,2025,22,3739.0,335.24,0.014,52
A,2025-08-23,5,Saturday,8,2025,23,2800.0,327.01,0.0147,41
A,2025-08-24,6,Sunday,8,2025,24,1151.0,320.22,0.015,17
A,2025-08-25,0,Monday,8,2025,25,4468.0,298.78,0.0256,114
A,2025-08-26,1,Tuesday,8,2025,26,3898.0,303.13,0.0305,119
A,2025-08-27,2,Wednesday,8,2025,27,3905.0,327.68,0.0139,54
A,2025-08-28,3,Thursday,8,2025,28,3916.0,335.57,0.0209,82
A,2025-08-29,4,Friday,8,2025,29,3870.0,327.7,0.0089,34
A,2025-08-30,5,Saturday,8,2025,30,2750.0,318.39,0.0222,61
A,2025-08-31,6,Sunday,8,2025,31,1334.0,305.91,0.0144,19
A,2025-09-01,0,Monday,9,2025,1,2782.0,309.87,0.0084,23
A,2025-09-02,1,Tuesday,9,2025,2,5277.0,301.06,0.0114,60
A,2025-09-03,2,Wednesday,9,2025,3,4679.0,297.08,0.0043,20
A,2025-09-04,3,Thursday,9,2025,4,4397.0,336.84,0.0137,60
A,2025-09-05,4,Friday,9,2025,5,4424.0,324.25,0.007,31
A,2025-09-06,5,Saturday,9,2025,6,2970.0,314.2,0.0051,15
A,2025-09-07,6,Sunday,9,2025,7,1345.0,320.54,0.0077,10
A,2025-09-08,0,Monday,9,2025,8,4879.0,324.69,0.0124,60
A,2025-09-09,1,Tuesday,9,2025,9,4128.0,313.12,0.007,29
A,2025-09-10,2,Wednesday,9,2025,10,4069.0,288.58,0.0133,54
A,2025-09-11,3,Thursday,9,2025,11,3930.0,307.52,0.0067,26
A,2025-09-12,4,Friday,9,2025,12,3572.0,323.49,0.0046,16
A,2025-09-13,5,Saturday,9,2025,13,2715.0,328.25,0.0148,40
A,2025-09-14,6,Sunday,9,2025,14,1228.0,328.63,0.0144,18
A,2025-09-15,0,Monday,9,2025,15,4336.0,327.5,0.0055,24
A,2025-09-16,1,Tuesday,9,2025,16,3887.0,301.47,0.0108,42
A,2025-09-17,2,Wednesday,9,2025,17,4124.0,283.14,0.0058,24
A,2025-09-18,3,Thursday,9,2025,18,3935.0,334.82,0.0062,24
A,2025-09-19,4,Friday,9,2025,19,3884.0,336.95,0.0098,38
A,2025-09-20,5,Saturday,9,2025,20,2910.0,337.37,0.014,41
A,2025-09-21,6,Sunday,9,2025,21,1179.0,327.73,0.01,12
A,2025-09-22,0,Monday,9,2025,22,4319.0,331.46,0.0039,17
A,2025-09-23,1,Tuesday,9,2025,23,4252.0,314.7,0.0153,65
A,2025-09-24,2,Wednesday,9,2025,24,3768.0,284.18,0.0198,75
A,2025-09-25,3,Thursday,9,2025,25,4005.0,323.21,0.0062,25
A,2025-09-26,4,Friday,9,2025,26,3796.0,316.57,0.0062,24
A,2025-09-27,5,Saturday,9,2025,27,2763.0,304.9,0.0093,26
A,2025-09-28,6,Sunday,9,2025,28,1198.0,274.6,0.0202,24
A,2025-09-29,0,Monday,9,2025,29,4414.0,303.17,0.0044,19
A,2025-09-30,1,Tuesday,9,2025,30,4537.0,310.11,0.0036,16
A,2025-10-01,2,Wednesday,10,2025,1,4583.0,315.51,0.023,105
A,2025-10-02,3,Thursday,10,2025,2,4616.0,310.61,0.0479,221
A,2025-10-03,4,Friday,10,2025,3,4373.0,347.41,0.0442,193
A,2025-10-04,5,Saturday,10,2025,4,2840.0,341.63,0.0413,117
A,2025-10-05,6,Sunday,10,2025,5,1455.0,343.77,0.0148,22
A,2025-10-06,0,Monday,10,2025,6,4709.0,332.93,0.0082,39
A,2025-10-07,1,Tuesday,10,2025,7,4193.0,331.84,0.013,55
A,2025-10-08,2,Wednesday,10,2025,8,4361.0,319.56,0.0165,72
A,2025-10-09,3,Thursday,10,2025,9,4067.0,298.09,0.0223,91
A,2025-10-10,4,Friday,10,2025,10,4163.0,340.38,0.0217,90
A,2025-10-11,5,Saturday,10,2025,11,2914.0,340.59,0.0074,22
A,2025-10-12,6,Sunday,10,2025,12,1221.0,326.36,0.0026,3
A,2025-10-13,0,Monday,10,2025,13,3999.0,318.44,0.0043,17
A,2025-10-14,1,Tuesday,10,2025,14,4005.0,338.09,0.0101,40
A,2025-10-15,2,Wednesday,10,2025,15,4122.0,305.31,0.0123,51
A,2025-10-16,3,Thursday,10,2025,16,4062.0,306.08,0.0049,20
A,2025-10-17,4,Friday,10,2025,17,4108.0,337.69,0.0062,25
A,2025-10-18,5,Saturday,10,2025,18,2615.0,341.33,0.0124,32
A,2025-10-19,6,Sunday,10,2025,19,1252.0,349.09,0.0044,6
A,2025-10-20,0,Monday,10,2025,20,4864.0,346.78,0.005,24
A,2025-10-21,1,Tuesday,10,2025,21,3945.0,348.44,0.0048,19
A,2025-10-22,2,Wednesday,10,2025,22,4155.0,321.88,0.0236,98
A,2025-10-23,3,Thursday,10,2025,23,3949.0,291.5,0.0165,65
A,2025-10-24,4,Friday,10,2025,24,3812.0,333.68,0.0093,35
A,2025-10-25,5,Saturday,10,2025,25,2619.0,336.86,0.0124,32
A,2025-10-26,6,Sunday,10,2025,26,1147.0,320.92,0.0097,11
A,2025-10-27,0,Monday,10,2025,27,4172.0,267.75,0.0074,31
A,2025-10-28,1,Tuesday,10,2025,28,3741.0,320.77,0.0104,39
A,2025-10-29,2,Wednesday,10,2025,29,3479.0,301.73,0.0109,38
A,2025-10-30,3,Thursday,10,2025,30,3919.0,281.93,0.008400000000000001,33
A,2025-10-31,4,Friday,10,2025,31,3884.0,287.49,0.00955,37
A,2025-11-01,5,Saturday,11,2025,1,2914.0,324.91,0.0124,36
A,2025-11-02,6,Sunday,11,2025,2,1460.0,314.36,0.0091,13
A,2025-11-03,0,Monday,11,2025,3,5157.0,323.17,0.0074,38
A,2025-11-04,1,Tuesday,11,2025,4,4378.0,317.94,0.027,118
A,2025-11-05,2,Wednesday,11,2025,5,4446.0,320.25,0.0082,36
A,2025-11-06,3,Thursday,11,2025,6,4029.0,299.33,0.0083,33
A,2025-11-07,4,Friday,11,2025,7,4446.0,279.99,0.01,44
A,2025-11-08,5,Saturday,11,2025,8,3451.0,316.83,0.0047,16
A,2025-11-09,6,Sunday,11,2025,9,1477.0,314.48,0.0085,13
A,2025-11-10,0,Monday,11,2025,10,5019.0,314.61,0.0177,89
A,2025-11-11,1,Tuesday,11,2025,11,4341.0,316.38,0.0095,41
A,2025-11-12,2,Wednesday,11,2025,12,4263.0,316.08,0.0102,43
A,2025-11-13,3,Thursday,11,2025,13,4402.0,286.71,0.0074,33
A,2025-11-14,4,Friday,11,2025,14,4469.0,277.26,0.0129,58
A,2025-11-15,5,Saturday,11,2025,15,3003.0,313.44,0.0059,18
A,2025-11-16,6,Sunday,11,2025,16,1415.0,310.49,0.0068,10
A,2025-11-17,0,Monday,11,2025,17,4864.0,302.44,0.0127,62
A,2025-11-18,1,Tuesday,11,2025,18,4432.0,300.58,0.0088,39
A,2025-11-19,2,Wednesday,11,2025,19,4309.0,305.47,0.0099,43
A,2025-11-20,3,Thursday,11,2025,20,4444.0,288.79,0.0085,38
A,2025-11-21,4,Friday,11,2025,21,4409.0,269.1,0.007,31
A,2025-11-22,5,Saturday,11,2025,22,3132.0,287.12,0.0033,10
A,2025-11-23,6,Sunday,11,2025,23,1457.0,277.77,0.0029,4
A,2025-11-24,0,Monday,11,2025,24,4655.0,284.29,0.0068,32
A,2025-11-25,1,Tuesday,11,2025,25,4292.0,302.89,0.005,21
A,2025-11-26,2,Wednesday,11,2025,26,3825.0,313.21,0.0085,33
A,2025-11-27,3,Thursday,11,2025,27,498.0,300.28,0.0058,3
A,2025-11-28,4,Friday,11,2025,28,5802.0,270.24,0.0028,16
A,2025-11-29,5,Saturday,11,2025,29,3864.0,314.4,0.0053,20
A,2025-11-30,6,Sunday,11,2025,30,1708.0,313.85,0.0118,20
A,2025-12-01,0,Monday,12,2025,1,7090.0,335.76,0.013,92
A,2025-12-02,1,Tuesday,12,2025,2,5783.0,343.91,0.0213,123
A,2025-12-03,2,Wednesday,12,2025,3,5343.0,336.69,0.0116,62
A,2025-12-04,3,Thursday,12,2025,4,5121.0,330.38,0.0066,34
A,2025-12-05,4,Friday,12,2025,5,5183.0,342.2,0.0093,48
A,2025-12-06,5,Saturday,12,2025,6,3698.0,338.32,0.0154,57
A,2025-12-07,6,Sunday,12,2025,7,1787.0,298.43,0.0073,13
A,2025-12-08,0,Monday,12,2025,8,5893.0,338.98,0.0083,49
A,2025-12-09,1,Tuesday,12,2025,9,5274.0,336.41,0.0167,88
A,2025-12-10,2,Wednesday,12,2025,10,5303.0,330.37,0.0083,44
A,2025-12-11,3,Thursday,12,2025,11,5517.0,331.79,0.0127,70
A,2025-12-12,4,Friday,12,2025,12,4989.0,329.68,0.0134,67
A,2025-12-13,5,Saturday,12,2025,13,3926.0,318.0,0.0199,78
