portfolio,date,interval,day_of_week,day_of_week_name,month_name,calls_offered,abandoned_calls,abandon_rate,cct_seconds
B,2025-04-18,11:30,4,Friday,April,360.0,2,0.0056,326.6
B,2025-04-18,12:00,4,Friday,April,380.0,1,0.0026,338.51
B,2025-04-18,12:30,4,Friday,April,327.0,1,0.0031,326.86
B,2025-04-18,13:00,4,Friday,April,350.0,2,0.0057,307.44
B,2025-04-18,13:30,4,Friday,April,408.0,5,0.0123,321.03
B,2025-04-18,14:00,4,Friday,April,342.0,2,0.0058,323.95
B,2025-04-18,14:30,4,Friday,April,432.0,12,0.0278,353.75
B,2025-04-18,15:00,4,Friday,April,372.0,2,0.0054,355.35
B,2025-04-18,15:30,4,Friday,April,407.0,0,0.0,325.25
B,2025-04-18,16:00,4,Friday,April,370.0,0,0.0,345.06
B,2025-04-18,16:30,4,Friday,April,366.0,1,0.0027,336.68
B,2025-04-18,17:00,4,Friday,April,366.0,0,0.0,323.88
B,2025-04-18,17:30,4,Friday,April,327.0,1,0.0031,331.31
B,2025-04-18,18:00,4,Friday,April,318.0,2,0.0063,310.73
B,2025-04-18,18:30,4,Friday,April,279.0,2,0.0072,385.66
B,2025-04-18,19:00,4,Friday,April,253.0,1,0.004,338.31
B,2025-04-18,19:30,4,Friday,April,226.0,1,0.0044,308.6
B,2025-04-18,20:00,4,Friday,April,177.0,0,0.0,304.72
B,2025-04-18,20:30,4,Friday,April,153.0,0,0.0,336.03
B,2025-04-18,21:00,4,Friday,April,147.0,0,0.0,316.82
B,2025-04-18,21:30,4,Friday,April,135.0,2,0.0148,278.67
B,2025-04-18,22:00,4,Friday,April,89.0,0,0.0,306.69
B,2025-04-18,22:30,4,Friday,April,81.0,0,0.0,307.16
B,2025-04-18,23:00,4,Friday,April,51.0,0,0.0,295.08
B,2025-04-18,23:30,4,Friday,April,56.0,0,0.0,273.63
B,2025-04-19,00:00,5,Saturday,April,47.0,0,0.0,306.13
B,2025-04-19,00:30,5,Saturday,April,22.0,0,0.0,322.82
B,2025-04-19,01:00,5,Saturday,April,18.0,5,0.2778,352.69
B,2025-04-19,01:30,5,Saturday,April,9.0,1,0.1111,349.75
B,2025-04-19,02:00,5,Saturday,April,6.0,0,0.0,329.83
B,2025-04-19,02:30,5,Saturday,April,3.0,0,0.0,142.33
B,2025-04-19,03:00,5,Saturday,April,1.0,0,0.0,343.0
B,2025-04-19,03:30,5,Saturday,April,1.0,0,0.0,61.0
B,2025-04-19,04:00,5,Saturday,April,2.0,0,0.0,237.0
B,2025-04-19,04:30,5,Saturday,April,2.0,0,0.0,326.25
B,2025-04-19,05:00,5,Saturday,April,2.0,0,0.0,375.5
B,2025-04-19,05:30,5,Saturday,April,2.0,0,0.0,274.5
B,2025-04-19,06:00,5,Saturday,April,0.0,0,0.0,0.0
B,2025-04-19,06:30,5,Saturday,April,6.0,0,0.0,278.17
B,2025-04-19,07:00,5,Saturday,April,4.0,0,0.0,221.5
B,2025-04-19,07:30,5,Saturday,April,10.0,0,0.0,423.9
B,2025-04-19,08:00,5,Saturday,April,26.0,0,0.0,319.69
B,2025-04-19,08:30,5,Saturday,April,37.0,0,0.0,261.22
B,2025-04-19,09:00,5,Saturday,April,101.0,1,0.0099,253.52
B,2025-04-19,09:30,5,Saturday,April,131.0,1,0.0076,308.19
B,2025-04-19,10:00,5,Saturday,April,162.0,1,0.0062,333.62
B,2025-04-19,10:30,5,Saturday,April,195.0,3,0.0154,284.48
B,2025-04-19,11:00,5,Saturday,April,206.0,1,0.0049,327.07
B,2025-04-19,11:30,5,Saturday,April,269.0,3,0.0112,323.91
B,2025-04-19,12:00,5,Saturday,April,258.0,0,0.0,331.28
B,2025-04-19,12:30,5,Saturday,April,247.0,1,0.004,332.52
B,2025-04-19,13:00,5,Saturday,April,279.0,0,0.0,300.36
B,2025-04-19,13:30,5,Saturday,April,326.0,7,0.0215,329.09
B,2025-04-19,14:00,5,Saturday,April,343.0,2,0.0058,335.13
B,2025-04-19,14:30,5,Saturday,April,295.0,0,0.0,345.19
B,2025-04-19,15:00,5,Saturday,April,303.5,2,0.00695,321.41
B,2025-04-19,15:30,5,Saturday,April,297.0,2,0.008199999999999999,312.995
B,2025-04-19,16:00,5,Saturday,April,292.5,2,0.007899999999999999,329.765
B,2025-04-19,16:30,5,Saturday,April,279.5,2,0.0076,338.845
B,2025-04-19,17:00,5,Saturday,April,273.0,2,0.005549999999999999,329.8
B,2025-04-19,17:30,5,Saturday,April,256.0,2,0.0078,334.54499999999996
B,2025-04-19,18:00,5,Saturday,April,234.5,3,0.014350000000000002,338.86
B,2025-04-19,18:30,5,Saturday,April,218.5,2,0.009999999999999998,334.33
B,2025-04-19,19:00,5,Saturday,April,187.5,2,0.01095,329.90999999999997
B,2025-04-19,19:30,5,Saturday,April,169.5,1,0.00825,316.07
B,2025-04-19,20:00,5,Saturday,April,148.0,2,0.0135,281.62
B,2025-04-19,20:30,5,Saturday,April,119.0,0,0.0,349.15
B,2025-04-19,21:00,5,Saturday,April,93.0,0,0.0,343.51
B,2025-04-19,21:30,5,Saturday,April,98.0,0,0.0,306.36
B,2025-04-19,22:00,5,Saturday,April,72.0,1,0.0139,315.1
B,2025-04-19,22:30,5,Saturday,April,68.0,0,0.0,312.41
B,2025-04-19,23:00,5,Saturday,April,40.0,0,0.0,271.78
B,2025-04-19,23:30,5,Saturday,April,30.0,0,0.0,356.23
B,2025-04-20,00:00,6,Sunday,April,26.0,0,0.0,198.92
B,2025-04-20,00:30,6,Sunday,April,20.0,0,0.0,345.15
B,2025-04-20,01:00,6,Sunday,April,7.0,0,0.0,209.86
B,2025-04-20,01:30,6,Sunday,April,4.0,0,0.0,397.5
B,2025-04-20,02:00,6,Sunday,April,4.0,0,0.0,427.5
B,2025-04-20,02:30,6,Sunday,April,2.0,0,0.0,181.5
B,2025-04-20,03:00,6,Sunday,April,2.0,0,0.0,26.0
B,2025-04-20,03:30,6,Sunday,April,2.0,0,0.0,265.0
B,2025-04-20,04:00,6,Sunday,April,2.0,0,0.0,135.375
B,2025-04-20,04:30,6,Sunday,April,2.0,0,0.0,219.5
B,2025-04-20,05:00,6,Sunday,April,1.0,0,0.0,493.25
B,2025-04-20,05:30,6,Sunday,April,2.0,0,0.0,249.25
B,2025-04-20,06:00,6,Sunday,April,3.0,0,0.0,257.33
B,2025-04-20,06:30,6,Sunday,April,4.0,0,0.0,885.0
B,2025-04-20,07:00,6,Sunday,April,6.0,0,0.0,155.33
B,2025-04-20,07:30,6,Sunday,April,8.0,0,0.0,289.25
B,2025-04-20,08:00,6,Sunday,April,17.0,0,0.0,169.59
B,2025-04-20,08:30,6,Sunday,April,20.0,1,0.05,312.89
B,2025-04-20,09:00,6,Sunday,April,36.0,1,0.0278,253.66
B,2025-04-20,09:30,6,Sunday,April,43.0,0,0.0,347.58
B,2025-04-20,10:00,6,Sunday,April,53.0,0,0.0,332.15
B,2025-04-20,10:30,6,Sunday,April,63.0,4,0.0635,335.1
B,2025-04-20,11:00,6,Sunday,April,78.0,6,0.0769,381.9
B,2025-04-20,11:30,6,Sunday,April,75.0,0,0.0,304.65
B,2025-04-20,12:00,6,Sunday,April,83.0,2,0.0241,364.75
B,2025-04-20,12:30,6,Sunday,April,92.0,1,0.0109,376.55
B,2025-04-20,13:00,6,Sunday,April,110.0,0,0.0,289.85
B,2025-04-20,13:30,6,Sunday,April,81.0,0,0.0,263.51
B,2025-04-20,14:00,6,Sunday,April,104.0,2,0.0192,268.66
B,2025-04-20,14:30,6,Sunday,April,89.0,4,0.0449,330.49
B,2025-04-20,15:00,6,Sunday,April,100.0,1,0.01,289.41
B,2025-04-20,15:30,6,Sunday,April,100.0,0,0.0,273.5
B,2025-04-20,16:00,6,Sunday,April,118.0,2,0.0169,313.13
B,2025-04-20,16:30,6,Sunday,April,104.0,0,0.0,336.74
B,2025-04-20,17:00,6,Sunday,April,98.0,0,0.0,296.92
B,2025-04-20,17:30,6,Sunday,April,94.0,0,0.0,283.6
B,2025-04-20,18:00,6,Sunday,April,69.0,0,0.0,305.68
B,2025-04-20,18:30,6,Sunday,April,72.0,0,0.0,305.18
B,2025-04-20,19:00,6,Sunday,April,68.0,3,0.0441,267.91
B,2025-04-20,19:30,6,Sunday,April,78.0,1,0.0128,310.25
B,2025-04-20,20:00,6,Sunday,April,75.0,0,0.0,298.43
B,2025-04-20,20:30,6,Sunday,April,68.0,0,0.0,277.5
B,2025-04-20,21:00,6,Sunday,April,69.0,0,0.0,325.91
B,2025-04-20,21:30,6,Sunday,April,51.0,0,0.0,292.08
B,2025-04-20,22:00,6,Sunday,April,71.0,3,0.0423,286.91
B,2025-04-20,22:30,6,Sunday,April,56.0,3,0.0536,303.58
B,2025-04-20,23:00,6,Sunday,April,31.0,1,0.0323,289.6
B,2025-04-20,23:30,6,Sunday,April,34.0,0,0.0,260.91
B,2025-04-21,00:00,0,Monday,April,26.0,0,0.0,246.31
B,2025-04-21,00:30,0,Monday,April,13.0,0,0.0,311.69
B,2025-04-21,01:00,0,Monday,April,9.0,0,0.0,562.11
B,2025-04-21,01:30,0,Monday,April,4.0,0,0.0,473.5
B,2025-04-21,02:00,0,Monday,April,2.0,0,0.0,233.0
B,2025-04-21,02:30,0,Monday,April,1.0,0,0.0,1528.0
B,2025-04-21,03:00,0,Monday,April,2.0,0,0.0,321.5
B,2025-04-21,03:30,0,Monday,April,2.0,0,0.0,327.0
B,2025-04-21,04:00,0,Monday,April,2.0,0,0.0,280.5
B,2025-04-21,04:30,0,Monday,April,2.0,0,0.0,235.5
B,2025-04-21,05:00,0,Monday,April,0.0,0,0.0,0.0
B,2025-04-21,05:30,0,Monday,April,3.0,0,0.0,537.0
B,2025-04-21,06:00,0,Monday,April,2.0,0,0.0,312.5
B,2025-04-21,06:30,0,Monday,April,4.0,0,0.0,215.0
B,2025-04-21,07:00,0,Monday,April,17.0,0,0.0,245.29
B,2025-04-21,07:30,0,Monday,April,28.0,0,0.0,198.43
B,2025-04-21,08:00,0,Monday,April,65.0,0,0.0,271.69
B,2025-04-21,08:30,0,Monday,April,93.0,2,0.0215,347.32
B,2025-04-21,09:00,0,Monday,April,155.0,0,0.0,286.68
B,2025-04-21,09:30,0,Monday,April,203.0,1,0.0049,257.89
B,2025-04-21,10:00,0,Monday,April,297.0,0,0.0,309.29
B,2025-04-21,10:30,0,Monday,April,327.0,13,0.0398,314.12
B,2025-04-21,11:00,0,Monday,April,366.0,0,0.0,328.54
B,2025-04-21,11:30,0,Monday,April,361.0,2,0.0055,328.4
B,2025-04-21,12:00,0,Monday,April,429.0,0,0.0,299.45
B,2025-04-21,12:30,0,Monday,April,450.0,1,0.0022,332.79
B,2025-04-21,13:00,0,Monday,April,430.0,0,0.0,373.45
B,2025-04-21,13:30,0,Monday,April,396.0,25,0.0631,376.49
B,2025-04-21,14:00,0,Monday,April,464.0,79,0.1703,377.01
B,2025-04-21,14:30,0,Monday,April,448.0,121,0.2701,340.68
B,2025-04-21,15:00,0,Monday,April,504.0,74,0.1468,390.85
B,2025-04-21,15:30,0,Monday,April,486.0,9,0.0185,360.02
B,2025-04-21,16:00,0,Monday,April,487.0,2,0.0041,361.77
B,2025-04-21,16:30,0,Monday,April,462.0,1,0.0022,329.31
B,2025-04-21,17:00,0,Monday,April,442.0,5,0.0113,401.74
B,2025-04-21,17:30,0,Monday,April,407.0,1,0.0025,352.01
B,2025-04-21,18:00,0,Monday,April,373.0,3,0.008,379.21
B,2025-04-21,18:30,0,Monday,April,358.0,2,0.0056,335.31
B,2025-04-21,19:00,0,Monday,April,346.0,8,0.0231,328.62
B,2025-04-21,19:30,0,Monday,April,293.0,7,0.0239,367.21
B,2025-04-21,20:00,0,Monday,April,275.0,2,0.0073,312.41
B,2025-04-21,20:30,0,Monday,April,223.0,0,0.0,324.78
B,2025-04-21,21:00,0,Monday,April,135.0,0,0.0,324.27
B,2025-04-21,21:30,0,Monday,April,134.0,1,0.0075,371.26
B,2025-04-21,22:00,0,Monday,April,99.0,1,0.0101,332.92
B,2025-04-21,22:30,0,Monday,April,90.0,3,0.0333,288.86
B,2025-04-21,23:00,0,Monday,April,55.0,0,0.0,330.05
B,2025-04-21,23:30,0,Monday,April,34.0,0,0.0,319.0
B,2025-04-22,00:00,1,Tuesday,April,42.0,0,0.0,273.98
B,2025-04-22,00:30,1,Tuesday,April,28.0,0,0.0,265.93
B,2025-04-22,01:00,1,Tuesday,April,12.0,1,0.0833,346.82
B,2025-04-22,01:30,1,Tuesday,April,8.0,0,0.0,224.88
B,2025-04-22,02:00,1,Tuesday,April,3.0,0,0.0,147.67
B,2025-04-22,02:30,1,Tuesday,April,3.0,0,0.0,267.0
B,2025-04-22,03:00,1,Tuesday,April,1.0,0,0.0,119.0
B,2025-04-22,03:30,1,Tuesday,April,2.0,0,0.0,137.0
B,2025-04-22,04:00,1,Tuesday,April,2.0,0,0.0,176.5
B,2025-04-22,04:30,1,Tuesday,April,2.0,0,0.0,217.08499999999998
B,2025-04-22,05:00,1,Tuesday,April,1.0,0,0.0,154.0
B,2025-04-22,05:30,1,Tuesday,April,1.0,0,0.0,362.0
B,2025-04-22,06:00,1,Tuesday,April,2.0,0,0.0,143.5
B,2025-04-22,06:30,1,Tuesday,April,9.0,1,0.1111,393.75
B,2025-04-22,07:00,1,Tuesday,April,27.0,0,0.0,258.59
B,2025-04-22,07:30,1,Tuesday,April,42.0,1,0.0238,279.59
B,2025-04-22,08:00,1,Tuesday,April,72.0,0,0.0,285.51
B,2025-04-22,08:30,1,Tuesday,April,91.0,0,0.0,283.97
B,2025-04-22,09:00,1,Tuesday,April,184.0,0,0.0,323.46
B,2025-04-22,09:30,1,Tuesday,April,252.0,2,0.0079,334.55
B,2025-04-22,10:00,1,Tuesday,April,267.0,1,0.0037,330.65
B,2025-04-22,10:30,1,Tuesday,April,332.0,29,0.0873,333.6
B,2025-04-22,11:00,1,Tuesday,April,337.0,1,0.003,354.44
B,2025-04-22,11:30,1,Tuesday,April,332.0,0,0.0,359.76
B,2025-04-22,12:00,1,Tuesday,April,364.0,2,0.0055,360.77
B,2025-04-22,12:30,1,Tuesday,April,377.0,35,0.0928,352.58
B,2025-04-22,13:00,1,Tuesday,April,447.0,14,0.0313,359.63
B,2025-04-22,13:30,1,Tuesday,April,408.0,1,0.0025,382.7
B,2025-04-22,14:00,1,Tuesday,April,447.0,1,0.0022,342.06
B,2025-04-22,14:30,1,Tuesday,April,406.0,7,0.0172,376.16
B,2025-04-22,15:00,1,Tuesday,April,452.0,0,0.0,355.21
B,2025-04-22,15:30,1,Tuesday,April,443.0,1,0.0023,335.14
B,2025-04-22,16:00,1,Tuesday,April,404.0,1,0.0025,359.73
B,2025-04-22,16:30,1,Tuesday,April,406.0,0,0.0,343.97
B,2025-04-22,17:00,1,Tuesday,April,361.0,11,0.0305,368.55
B,2025-04-22,17:30,1,Tuesday,April,400.0,20,0.05,381.58
B,2025-04-22,18:00,1,Tuesday,April,335.0,17,0.0507,367.98
B,2025-04-22,18:30,1,Tuesday,April,319.0,1,0.0031,350.76
B,2025-04-22,19:00,1,Tuesday,April,257.0,2,0.0078,378.62
B,2025-04-22,19:30,1,Tuesday,April,275.0,1,0.0036,371.26
B,2025-04-22,20:00,1,Tuesday,April,208.0,5,0.024,379.18
B,2025-04-22,20:30,1,Tuesday,April,199.0,2,0.0101,341.27
B,2025-04-22,21:00,1,Tuesday,April,159.0,1,0.0063,343.36
B,2025-04-22,21:30,1,Tuesday,April,131.0,0,0.0,313.5
B,2025-04-22,22:00,1,Tuesday,April,125.0,3,0.024,332.07
B,2025-04-22,22:30,1,Tuesday,April,82.0,3,0.0366,323.73
B,2025-04-22,23:00,1,Tuesday,April,69.0,0,0.0,315.0
B,2025-04-22,23:30,1,Tuesday,April,42.0,1,0.0238,334.05
B,2025-04-23,00:00,2,Wednesday,April,23.0,0,0.0,302.61
B,2025-04-23,00:30,2,Wednesday,April,23.0,0,0.0,333.78
B,2025-04-23,01:00,2,Wednesday,April,12.0,1,0.0833,274.18
B,2025-04-23,01:30,2,Wednesday,April,4.0,2,0.5,191.0
B,2025-04-23,02:00,2,Wednesday,April,3.0,0,0.0,367.33
B,2025-04-23,02:30,2,Wednesday,April,4.0,0,0.0,208.25
B,2025-04-23,03:00,2,Wednesday,April,2.0,0,0.0,257.0
B,2025-04-23,03:30,2,Wednesday,April,1.0,0,0.0,134.0
B,2025-04-23,04:00,2,Wednesday,April,1.0,0,0.0,394.0
B,2025-04-23,04:30,2,Wednesday,April,2.0,0,0.0,257.0
B,2025-04-23,05:00,2,Wednesday,April,1.0,0,0.0,60.0
B,2025-04-23,05:30,2,Wednesday,April,2.0,0,0.0,300.75
B,2025-04-23,06:00,2,Wednesday,April,6.0,0,0.0,617.5
B,2025-04-23,06:30,2,Wednesday,April,11.0,0,0.0,181.27
B,2025-04-23,07:00,2,Wednesday,April,27.0,0,0.0,370.74
B,2025-04-23,07:30,2,Wednesday,April,54.0,0,0.0,239.72
B,2025-04-23,08:00,2,Wednesday,April,92.0,0,0.0,276.29
B,2025-04-23,08:30,2,Wednesday,April,139.0,3,0.0216,298.85
B,2025-04-23,09:00,2,Wednesday,April,181.0,2,0.011,303.7
B,2025-04-23,09:30,2,Wednesday,April,305.0,8,0.0262,320.35
B,2025-04-23,10:00,2,Wednesday,April,252.0,6,0.0238,297.55
B,2025-04-23,10:30,2,Wednesday,April,322.0,4,0.0124,302.88
B,2025-04-23,11:00,2,Wednesday,April,366.0,12,0.0328,353.68
B,2025-04-23,11:30,2,Wednesday,April,391.0,18,0.046,336.74
B,2025-04-23,12:00,2,Wednesday,April,388.0,23,0.0593,345.16
B,2025-04-23,12:30,2,Wednesday,April,396.0,32,0.0808,387.35
B,2025-04-23,13:00,2,Wednesday,April,384.0,34,0.0885,313.26
B,2025-04-23,13:30,2,Wednesday,April,457.0,23,0.0503,334.62
B,2025-04-23,14:00,2,Wednesday,April,464.0,5,0.0108,325.87
B,2025-04-23,14:30,2,Wednesday,April,376.0,2,0.0053,358.55
B,2025-04-23,15:00,2,Wednesday,April,409.0,2,0.0049,336.4
B,2025-04-23,15:30,2,Wednesday,April,461.0,7,0.0152,353.94
B,2025-04-23,16:00,2,Wednesday,April,418.0,1,0.0024,327.41
B,2025-04-23,16:30,2,Wednesday,April,463.0,2,0.0043,342.13
B,2025-04-23,17:00,2,Wednesday,April,411.0,2,0.0049,362.01
B,2025-04-23,17:30,2,Wednesday,April,409.0,0,0.0,321.59
B,2025-04-23,18:00,2,Wednesday,April,353.0,1,0.0028,346.86
B,2025-04-23,18:30,2,Wednesday,April,277.0,0,0.0,328.5
B,2025-04-23,19:00,2,Wednesday,April,290.0,1,0.0034,334.01
B,2025-04-23,19:30,2,Wednesday,April,202.0,0,0.0,340.64
B,2025-04-23,20:00,2,Wednesday,April,205.0,5,0.0244,320.74
B,2025-04-23,20:30,2,Wednesday,April,178.0,13,0.073,327.22
B,2025-04-23,21:00,2,Wednesday,April,167.0,11,0.0659,324.33
B,2025-04-23,21:30,2,Wednesday,April,122.0,2,0.0164,362.42
B,2025-04-23,22:00,2,Wednesday,April,150.0,8,0.0533,322.16
B,2025-04-23,22:30,2,Wednesday,April,84.0,1,0.0119,265.76
B,2025-04-23,23:00,2,Wednesday,April,69.0,0,0.0,294.97
B,2025-04-23,23:30,2,Wednesday,April,50.0,0,0.0,278.3
B,2025-04-24,00:00,3,Thursday,April,40.0,0,0.0,377.55
B,2025-04-24,00:30,3,Thursday,April,14.0,0,0.0,318.36
B,2025-04-24,01:00,3,Thursday,April,8.0,0,0.0,176.63
B,2025-04-24,01:30,3,Thursday,April,8.0,4,0.5,363.75
B,2025-04-24,02:00,3,Thursday,April,3.0,0,0.0,495.33
B,2025-04-24,02:30,3,Thursday,April,1.0,0,0.0,241.0
B,2025-04-24,03:00,3,Thursday,April,3.0,0,0.0,236.67
B,2025-04-24,03:30,3,Thursday,April,7.0,0,0.0,396.71
B,2025-04-24,04:00,3,Thursday,April,2.0,0,0.0,322.25
B,2025-04-24,04:30,3,Thursday,April,2.0,0,0.0,169.5
B,2025-04-24,05:00,3,Thursday,April,2.0,0,0.0,528.0
B,2025-04-24,05:30,3,Thursday,April,7.0,0,0.0,262.0
B,2025-04-24,06:00,3,Thursday,April,4.0,0,0.0,71.75
B,2025-04-24,06:30,3,Thursday,April,13.0,1,0.0769,185.0
B,2025-04-24,07:00,3,Thursday,April,18.0,0,0.0,251.5
B,2025-04-24,07:30,3,Thursday,April,53.0,2,0.0377,289.45
B,2025-04-24,08:00,3,Thursday,April,69.0,0,0.0,296.96
B,2025-04-24,08:30,3,Thursday,April,132.0,0,0.0,268.7
B,2025-04-24,09:00,3,Thursday,April,194.0,2,0.0103,319.79
B,2025-04-24,09:30,3,Thursday,April,253.0,1,0.004,299.85
B,2025-04-24,10:00,3,Thursday,April,306.0,0,0.0,338.68
B,2025-04-24,10:30,3,Thursday,April,292.0,1,0.0034,326.4
B,2025-04-24,11:00,3,Thursday,April,302.0,1,0.0033,322.37
B,2025-04-24,11:30,3,Thursday,April,355.0,8,0.0225,354.82
B,2025-04-24,12:00,3,Thursday,April,395.0,1,0.0025,330.91
B,2025-04-24,12:30,3,Thursday,April,342.0,3,0.0088,345.18
B,2025-04-24,13:00,3,Thursday,April,335.0,5,0.0149,328.2
B,2025-04-24,13:30,3,Thursday,April,405.0,6,0.0148,306.93
B,2025-04-24,14:00,3,Thursday,April,419.0,1,0.0024,345.73
B,2025-04-24,14:30,3,Thursday,April,403.0,1,0.0025,318.36
B,2025-04-24,15:00,3,Thursday,April,388.0,1,0.0026,333.15
B,2025-04-24,15:30,3,Thursday,April,370.0,3,0.0081,347.99
B,2025-04-24,16:00,3,Thursday,April,378.0,3,0.0079,340.59
B,2025-04-24,16:30,3,Thursday,April,364.0,1,0.0027,351.06
B,2025-04-24,17:00,3,Thursday,April,312.0,1,0.0032,332.16
B,2025-04-24,17:30,3,Thursday,April,347.0,0,0.0,308.91
B,2025-04-24,18:00,3,Thursday,April,318.0,2,0.0063,310.04
B,2025-04-24,18:30,3,Thursday,April,295.0,1,0.0034,325.33
B,2025-04-24,19:00,3,Thursday,April,248.0,1,0.004,334.43
B,2025-04-24,19:30,3,Thursday,April,237.0,5,0.0211,351.28
B,2025-04-24,20:00,3,Thursday,April,200.0,4,0.02,404.03
B,2025-04-24,20:30,3,Thursday,April,171.0,0,0.0,321.75
B,2025-04-24,21:00,3,Thursday,April,114.0,1,0.0088,319.05
B,2025-04-24,21:30,3,Thursday,April,98.0,0,0.0,262.22
B,2025-04-24,22:00,3,Thursday,April,72.0,0,0.0,362.79
B,2025-04-24,22:30,3,Thursday,April,70.0,0,0.0,296.89
B,2025-04-24,23:00,3,Thursday,April,63.0,0,0.0,308.95
B,2025-04-24,23:30,3,Thursday,April,31.0,0,0.0,364.03
B,2025-04-25,00:00,4,Friday,April,24.0,0,0.0,310.67
B,2025-04-25,00:30,4,Friday,April,17.0,0,0.0,201.35
B,2025-04-25,01:00,4,Friday,April,9.0,1,0.1111,397.25
B,2025-04-25,01:30,4,Friday,April,10.0,4,0.4,360.67
B,2025-04-25,02:00,4,Friday,April,5.0,0,0.0,671.6
B,2025-04-25,02:30,4,Friday,April,2.5,0,0.0,306.83000000000004
B,2025-04-25,03:00,4,Friday,April,4.0,0,0.0,370.03999999999996
B,2025-04-25,03:30,4,Friday,April,2.0,0,0.0,371.83500000000004
B,2025-04-25,04:00,4,Friday,April,2.0,0,0.0,272.67
B,2025-04-25,04:30,4,Friday,April,3.0,0,0.0,196.58499999999998
B,2025-04-25,05:00,4,Friday,April,2.0,0,0.0,247.5
B,2025-04-25,05:30,4,Friday,April,3.0,0,0.0,255.5
B,2025-04-25,06:00,4,Friday,April,5.0,0,0.08335,270.375
B,2025-04-25,06:30,4,Friday,April,6.0,5,0.7639,333.0
B,2025-04-25,07:00,4,Friday,April,29.5,0,0.0,248.265
B,2025-04-25,07:30,4,Friday,April,36.0,0,0.0,230.64
B,2025-04-25,08:00,4,Friday,April,88.0,0,0.0,250.0
B,2025-04-25,08:30,4,Friday,April,96.0,0,0.0,309.18
B,2025-04-25,09:00,4,Friday,April,148.0,0,0.0,301.34
B,2025-04-25,09:30,4,Friday,April,196.0,0,0.0,315.93
B,2025-04-25,10:00,4,Friday,April,236.0,0,0.0,313.62
B,2025-04-25,10:30,4,Friday,April,288.0,13,0.0451,318.48
B,2025-04-25,11:00,4,Friday,April,318.0,1,0.0031,335.91
B,2025-04-25,11:30,4,Friday,April,365.0,11,0.0301,351.68
B,2025-04-25,12:00,4,Friday,April,358.0,0,0.0,338.57
B,2025-04-25,12:30,4,Friday,April,381.0,7,0.0184,347.86
B,2025-04-25,13:00,4,Friday,April,401.0,7,0.0175,305.01
B,2025-04-25,13:30,4,Friday,April,398.0,4,0.0101,329.35
B,2025-04-25,14:00,4,Friday,April,403.0,20,0.0496,333.45
B,2025-04-25,14:30,4,Friday,April,452.0,18,0.0398,336.58
B,2025-04-25,15:00,4,Friday,April,430.0,1,0.0023,340.68
B,2025-04-25,15:30,4,Friday,April,438.0,3,0.0068,336.73
B,2025-04-25,16:00,4,Friday,April,446.0,12,0.0269,370.07
B,2025-04-25,16:30,4,Friday,April,411.0,2,0.0049,334.56
B,2025-04-25,17:00,4,Friday,April,363.0,19,0.0523,333.97
B,2025-04-25,17:30,4,Friday,April,365.0,4,0.011,374.92
B,2025-04-25,18:00,4,Friday,April,367.0,4,0.0109,358.86
B,2025-04-25,18:30,4,Friday,April,297.0,5,0.0168,371.71
B,2025-04-25,19:00,4,Friday,April,292.0,5,0.0171,353.03
B,2025-04-25,19:30,4,Friday,April,196.0,0,0.0,342.05
B,2025-04-25,20:00,4,Friday,April,205.0,2,0.0098,325.65
B,2025-04-25,20:30,4,Friday,April,186.0,2,0.0108,344.24
B,2025-04-25,21:00,4,Friday,April,156.0,1,0.0064,329.97
B,2025-04-25,21:30,4,Friday,April,116.0,1,0.0086,377.18
B,2025-04-25,22:00,4,Friday,April,103.0,1,0.0097,322.67
B,2025-04-25,22:30,4,Friday,April,91.0,0,0.0,284.66
B,2025-04-25,23:00,4,Friday,April,53.0,0,0.0,339.77
B,2025-04-25,23:30,4,Friday,April,55.0,1,0.0182,281.11
B,2025-04-26,00:00,5,Saturday,April,42.0,0,0.0,358.79
B,2025-04-26,00:30,5,Saturday,April,25.0,0,0.0,229.76
B,2025-04-26,01:00,5,Saturday,April,5.0,1,0.2,423.0
B,2025-04-26,01:30,5,Saturday,April,5.0,0,0.0,293.2
B,2025-04-26,02:00,5,Saturday,April,5.0,0,0.0,445.2
B,2025-04-26,02:30,5,Saturday,April,1.0,0,0.0,460.0
B,2025-04-26,03:00,5,Saturday,April,1.0,0,0.0,260.0
B,2025-04-26,03:30,5,Saturday,April,2.0,0,0.0,214.5
B,2025-04-26,04:00,5,Saturday,April,1.0,0,0.0,216.0
B,2025-04-26,04:30,5,Saturday,April,2.0,0,0.0,347.5
B,2025-04-26,05:00,5,Saturday,April,3.0,0,0.0,227.0
B,2025-04-26,05:30,5,Saturday,April,3.0,0,0.0,301.33
B,2025-04-26,06:00,5,Saturday,April,2.0,0,0.0,244.0
B,2025-04-26,06:30,5,Saturday,April,7.0,0,0.0,353.29
B,2025-04-26,07:00,5,Saturday,April,5.0,0,0.0,231.8
B,2025-04-26,07:30,5,Saturday,April,15.0,0,0.0,219.6
B,2025-04-26,08:00,5,Saturday,April,37.0,0,0.0,249.89
B,2025-04-26,08:30,5,Saturday,April,34.0,0,0.0,261.18
B,2025-04-26,09:00,5,Saturday,April,92.0,0,0.0,263.64
B,2025-04-26,09:30,5,Saturday,April,135.0,3,0.0222,281.23
B,2025-04-26,10:00,5,Saturday,April,149.0,1,0.0067,301.93
